,STANDARD_VALUE,STANDARD_UNITS,activity_class,SMILES,molecule
0,1584.89,nM,0,NCCC(C(=O)Nc1ccc2[nH]ncc2c1)c3ccc(Cl)c(Cl)c3,CHEMBL1998121
1,1584.89,nM,0,NCC(NC(=O)c1ccc(cc1)c2ccncc2)c3ccccc3,CHEMBL1990254
2,1258.93,nM,1,NC1CCCCC1Nc2nccc(n2)c3c[nH]c4ncccc34,CHEMBL1995813
3,316.23,nM,1,Nc1n[nH]c2ccc(cc12)c3nnn(Cc4ccccc4)c3c5ccccc5,CHEMBL1972158
4,1584.89,nM,0,Clc1ccc(cc1)C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2,CHEMBL1998829
5,3162.28,nM,1,CCOC(=O)Cc1nc2c3cc(Br)ccc3NC(=O)n2n1,CHEMBL1974480
6,316.23,nM,1,Cc1[nH]c(C=C2C(=O)Nc3ccccc23)c(C)c1CCC(=O)O,CHEMBL2007064
7,1584.89,nM,0,CCOC(=O)C1=CN(c2ccc(O)cc2C)c3cc(ccc3C1=O)c4ccncc4,CHEMBL1996780
8,5011.87,nM,0,CCCC(=O)Nc1cccc(c1)c2nc(Nc3ccc4[nH]ncc4c3)c5cc(OCCN6CCCC6)ccc5n2,CHEMBL1968705
9,398.11,nM,1,COc1cc(ccc1O)c2ccc3C(=O)Nc4cc(ccc4Nc3c2)C(=O)NCc5cccc(F)c5,CHEMBL2000832
10,1584.89,nM,0,C(c1ccccc1)c2cc(on2)c3ccc4[nH]ncc4c3,CHEMBL1682357
11,1584.89,nM,0,CC(C)(CO)CNc1nccc(n1)c2c(nc3cnccn23)c4ccc(F)cc4,CHEMBL1991395
12,1584.89,nM,0,Cc1ccc2Nc3ccccc3C(=O)Nc2c1,CHEMBL1999714
13,39810.72,nM,1,Clc1ccc2NC(=O)n3ncnc3c2c1,CHEMBL1992673
14,1584.89,nM,0,CS(=O)(=O)NCCOc1cncc(c1)c2ccc3cnccc3c2,CHEMBL1964804
15,794.33,nM,1,Nc1ncnc2NCCC(=Nc12)c3ccc(NC(=O)Nc4cc(ccc4F)C(F)(F)F)cc3,CHEMBL411903
16,1584.89,nM,0,O=C1Nc2cc(cnc2N1)c3ccccc3,CHEMBL2003456
17,3981.07,nM,0,COc1cc2c(ncnc2cc1OCCCN3CCCCC3)N4CCN(CC4)C(=O)Nc5ccc(OC(C)C)cc5,CHEMBL124660
18,100.0,nM,1,Cc1c(C=O)c(O)n2c3ccccc3nc2c1C#N,CHEMBL1989856
19,79.43,nM,1,CCNC(=O)NC1CCC(CC1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,CHEMBL1992220
20,1584.89,nM,0,Cc1ccccc1NC(=O)Nc2ccc3c(CCc4sc5ncnc(N)c5c34)c2,CHEMBL1982135
21,5011.87,nM,0,CN1C=C(C=C(Nc2ccc(cn2)C(=O)N3CCOCC3)C1=O)c4cccc(NC(=O)c5ccc(cc5)C(C)(C)C)c4C,CHEMBL1973138
22,316.23,nM,1,Nc1n[nH]c2ccc(cc12)c3nnn(Cc4ccccc4)c3I,CHEMBL1975128
23,794.33,nM,1,COc1cc(Nc2ncc(F)c(Nc3ccc4OC(C)(C)C(=O)Nc4n3)n2)cc(OC)c1OC,CHEMBL475251
24,398.11,nM,1,CCCNC(=O)c1ccc(Nc2nc(NCC(F)(F)F)c3cc[nH]c3n2)cc1,CHEMBL2006765
25,1584.89,nM,0,OCC(Cc1ccccc1)NC(=O)c2ccc(cc2)c3ccncc3,CHEMBL1998545
26,316.23,nM,1,Nc1n[nH]c2ccc(cc12)c3nnn(Cc4ccccc4)c3c5ccc(F)cc5,CHEMBL1986499
27,1584.89,nM,0,Cc1cc(NC(=O)Cc2ccc(cc2)c3cccc4[nH]nc(N)c34)ccc1F,CHEMBL1984363
28,1584.89,nM,0,COc1cc(C=C2SC(=S)NC2=O)ccc1O,CHEMBL1973098
29,1584.89,nM,0,Cc1cc(C)cc(NC(=O)Nc2ccc(cc2)c3cccc4snc(N)c34)c1,CHEMBL1976328
30,1584.89,nM,0,FC(F)(F)c1cccc(CNC2=C(Nc3ccncc3)C(=O)C2=O)c1,CHEMBL1979252
31,1258.93,nM,1,CS(=O)(=O)NCCNc1cc(cc(Cl)n1)c2c[nH]c3ncccc23,CHEMBL2005718
32,1584.89,nM,0,Cc1cccc(NC(=O)Nc2ccc(cc2)c3cccc4[nH]ncc34)c1,CHEMBL375284
33,100.0,nM,1,CN(C)CC(=O)NC1CCC(CC1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,CHEMBL1982271
34,1584.89,nM,0,S=C1NN=C2N1C3=NNC(=S)N3c4sc5CCCc5c24,CHEMBL1969537
35,1584.89,nM,0,NC(=O)c1sc(cc1OCc2ccccc2C(F)(F)F)n3cnc4ccccc34,CHEMBL481491
36,1584.89,nM,0,Clc1ccc2NC(=O)C(=C(c3ccccc3)c2c1)C4=NNC(C4)c5ccccc5,CHEMBL1992796
37,2511.89,nM,1,Cc1cc(OCc2cccc(c2)C(F)(F)F)ccc1CN3CC(C3)C(=O)O,CHEMBL1966501
38,5011.87,nM,0,O=C(Nc1n[nH]c2ccc(cc12)c3cn(Cc4ccccc4)nn3)c5cccc(c5)C#N,CHEMBL1977128
39,1584.89,nM,0,CCc1nc2C(=O)NC(=O)c2c3cc(OC)c(OC)cc13,CHEMBL2003524
40,1584.89,nM,0,CSc1cnc2c(ccc3cnccc23)c1O,CHEMBL2006933
41,63.1,nM,1,COc1cc(Nc2ncc(c(Nc3ccccc3C(=O)N)n2)[N+](=O)[O-])cc(OC)c1OC,CHEMBL1241473
42,1584.89,nM,0,O=C(Cc1ccccc1)Nc2cccc(c2)c3nc4sccn4c3c5ccnc(Nc6ccc(cc6)N7CCOCC7)n5,CHEMBL1090356
43,1584.89,nM,0,Nc1ncnc2sc(Br)c(c3ccc(NC(=O)Cc4cccc(Cl)c4)cc3)c12,CHEMBL1980896
44,1584.89,nM,0,CC(C)OC1=NNC(=O)C1=Cc2c[nH]c3ccccc23,CHEMBL1989029
45,1584.89,nM,0,CC(NC1=C(Nc2ccnc(Nc3cccc(C)c3)n2)C(=O)C1=O)C(C)(C)C,CHEMBL1969523
46,1584.89,nM,0,O=C(Nc1cnccn1)Nc2ccnc3ccccc23,CHEMBL1981720
47,5011.87,nM,0,Cc1cc(O)nc2[nH]nc(c3cccc(c3)c4ccc(Cl)cc4)c12,CHEMBL1990590
48,1584.89,nM,0,Cc1cccc(NC(=O)Nc2ccc(cc2)c3csc4c(cnc(N)c34)C#CC(C)(C)N)c1,CHEMBL1979577
49,1258.93,nM,1,Cc1cccc(NC(=O)Nc2ccc(cc2)c3csc4c(cnc(N)c34)C#CCN5CCOCC5)c1,CHEMBL1982465
50,25.12,nM,1,OC(=O)c1ccccc1Nc2ccnc(Nc3cccc(O)c3)n2,CHEMBL243088
51,5011.87,nM,0,CC1=CC(=O)NN=C1c2ccc(NC(=O)Nc3cc(ccc3F)C(F)(F)F)cc2,CHEMBL1965033
52,5011.87,nM,0,Fc1cccc(F)c1C(=O)Nc2cc(cc(Cl)n2)c3c[nH]c4ncccc34,CHEMBL1991410
53,158.49,nM,1,CCS(=O)(=O)Nc1ccc(cc1)c2ccc3[nH]nc(N)c3c2,CHEMBL1997597
54,1584.89,nM,0,CCOc1nc(NC(=O)Cc2cc(OC)c(cc2OC)S(=O)(=O)C)cc(N)c1Cl,CHEMBL210928
55,1584.89,nM,0,NC(=O)c1sc2ccc(Cl)c(Cl)c2c1NC(=O)c3ccc(Cl)cc3,CHEMBL2003271
56,5011.87,nM,0,CS(=O)(=O)c1cccc(c1)C(=O)Nc2nc3ccccc3n2CCCO,CHEMBL1973016
57,3981.07,nM,0,Fc1ccc(SC2=NN3C=NC(=O)C(=C3C=C2)c4c(Cl)cccc4Cl)c(F)c1,CHEMBL119385
58,1000.0,nM,1,c1cc2cc(cnc2[nH]1)c3ccc4cn[nH]c4c3,CHEMBL1976134
59,2511.89,nM,1,Cn1cc(c2cc3nc(Br)cnc3[nH]2)c4cc(ccc14)C#N,CHEMBL1978562
60,5011.87,nM,0,CN(c1ccc2c(C)n(C)nc2c1)c3ccnc(Nc4ccc(C)c(c4)S(=O)(=O)N)n3,CHEMBL477772
61,1584.89,nM,0,CC1(O)CC(C1)c2nc(c3ccc4ccc(nc4c3)c5ccccc5)c6c(N)nccn26,CHEMBL1996234
62,1000.0,nM,1,CC(=NNC(=N)N)c1cc(NC(=O)NCCCCCCNC(=O)Nc2cc(cc(c2)C(=NNC(=N)N)C)C(=NNC(=N)N)C)cc(c1)C(=NNC(=N)N)C,CHEMBL1991728
63,794.33,nM,1,COc1cc(C=C(C#N)c2nc3cc(C)ccc3[nH]2)c(Br)cc1O,CHEMBL2000345
64,7.94,nM,1,Clc1cc(cc(NCc2ccccc2)n1)c3c[nH]c4ncccc34,CHEMBL1969588
65,1584.89,nM,0,NC(COc1cncc(C=Cc2ccncc2)c1)Cc3ccccc3,CHEMBL1991846
66,1584.89,nM,0,Oc1ccc(C=NNC(=O)Nc2cccc3nsnc23)c(O)c1,CHEMBL1999811
67,5011.87,nM,0,O=C(NCCc1cccs1)N2CCC(=CC2)c3c[nH]c4ncccc34,CHEMBL1987535
68,5011.87,nM,0,Nc1cc(ccc1NC2CCCCC2)S(=O)(=O)NC(=O)c3ccc(cc3)c4ccc(F)cc4,CHEMBL1996795
69,3981.07,nM,0,CN1C(=O)N(c2ccc(cc2)C(C)(C)C#N)c3c1cnc4ccc(cc34)c5cnc6ccccc6c5,CHEMBL1879463
70,100.0,nM,1,N#CCC(C1CCCC1)n2cc(cn2)c3ncnc4[nH]ccc34,CHEMBL2002099
71,5011.87,nM,0,CCOC(=O)c1nc2C(=O)Nc3cc(c(NC(=O)C)cc3n2c1C)[N+](=O)[O-],CHEMBL1997611
72,1584.89,nM,0,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN4CCOCC4,CHEMBL939
73,3981.07,nM,0,COc1cc(cc(OC)c1OC)c2ccc3Nc4cc(ccc4C(=O)Nc3c2)c5ccccc5NS(=O)(=O)C,CHEMBL1984038
74,1584.89,nM,0,Cc1n[nH]c2ccc(cc12)c3cncc(OCCN)c3,CHEMBL1967887
75,1584.89,nM,0,CC(C)(C)C(=O)Oc1ccc2c(c1)nc(NC(=O)c3cccc(c3)[N+](=O)[O-])n2CCCO,CHEMBL1236126
76,125.89,nM,1,NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,CHEMBL1982957
77,63095.73,nM,1,Cc1n[nH]c2ccc(cc12)c3cccnc3,CHEMBL1967252
78,3981.07,nM,1,C1Oc2ccc(cc2O1)c3ncnc4[nH]ccc34,CHEMBL2004515
79,1584.89,nM,0,Nc1ncnc2c1c(cn2C3CC(CN4CCCC4)C3)c5cccc(OCc6ccccc6)c5,CHEMBL1988370
80,1584.89,nM,0,COc1cccc(c1)C(C)NC(=O)N2CCC(=CC2)c3c[nH]c4ncccc34,CHEMBL1965845
81,5011.87,nM,0,Cc1ccc(F)c(NC(=O)Nc2ccc(cc2)c3coc4c(cnc(N)c34)C#CCN5CCOCC5)c1,CHEMBL1983640
82,1584.89,nM,0,Cc1n[nH]c2cccc(c3ccc(NC(=O)Nc4cccc(c4)C(F)(F)F)cc3)c12,CHEMBL1970074
83,1584.89,nM,0,COc1cc(C=O)c(Cl)cc1NC(=O)Nc2cnc(cn2)C#N,CHEMBL207995
84,5011.87,nM,0,Fc1ccc2nccc(NC(=O)Nc3cccc(n3)C(F)(F)F)c2c1,CHEMBL2007603
85,1000.0,nM,1,COc1ccc(cc1OC)C(=O)Nc2n[nH]c3ccc(cc23)c4cn(Cc5ccccc5)nn4,CHEMBL1991078
86,1584.89,nM,0,C(C1CCOCC1)n2cc(nn2)c3ccc4[nH]ncc4c3,CHEMBL1969843
87,3981.07,nM,1,Cc1cc(ccc1F)c2ncnc3[nH]ccc23,CHEMBL1997041
88,1584.89,nM,0,CSc1c[nH]c2ncnc(NCCCO)c12,CHEMBL2000114
89,1584.89,nM,0,Cc1c(Cl)c(nc2NC=C(C(=O)O)C(=O)c12)N3CCC(CN)C3,CHEMBL1999774
90,1584.89,nM,0,OCC(=O)N1CCC(CC1)c2[nH]nc(c3ccc(Cl)cc3F)c2c4ccncn4,CHEMBL1614705
91,3981.07,nM,0,NCCCn1cc(c2cc(c3cc4ccccc4s3)c5[nH]ncc5c2)c6nc(N)ncc16,CHEMBL592030
92,1584.89,nM,0,CC(C)(CO)c1nnc2ccc(nn12)c3c(nc4occn34)c5ccc(F)cc5F,CHEMBL1972849
93,1584.89,nM,0,Nc1nccc2scc(c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,CHEMBL231209
94,3162.28,nM,0,CC(C)CON1c2ccc(Cl)cc2C(=O)c3c(C)nn(C)c13,CHEMBL1977814
95,5011.87,nM,0,OC1CCCc2nc(ccc12)C3C(=O)Nc4ccc(cc34)C#N,CHEMBL1985681
96,1584.89,nM,0,Fc1cccc2c(NC(=O)Nc3cnccn3)ccnc12,CHEMBL1975647
97,1584.89,nM,0,CNC(=O)C(C)n1cc(cn1)c2cnc(N)c3c(csc23)c4ccc(NC(=O)Nc5ccc(C)cc5)cc4,CHEMBL1970142
98,1584.89,nM,0,COC(=O)c1c(C)n2ncnc(N)c2c1c3ccc(NC(=O)Nc4ccccc4)cc3,CHEMBL1977041
99,1584.89,nM,0,c1cnc2nc(cn2c1)c3ccc4[nH]ncc4c3,CHEMBL1682540
100,1584.89,nM,0,CC(C)(O)CNc1nccc(n1)c2c(nc3c(CC4CC4)nccn23)c5ccc(F)cc5F,CHEMBL1994040
101,1258.93,nM,0,Cc1cccc(NC(=O)Nc2ccc(cc2)c3cccc4[nH]nc(N)c34)c1,CHEMBL220057
102,5011.87,nM,0,CCOC(=O)Cc1nc2c(N)cccc2[nH]1,CHEMBL1981671
103,3162.28,nM,0,NC(Cc1c[nH]c2ccccc12)C(=O)Nc3cncc(C=Cc4ccncc4)c3,CHEMBL1983945
104,5011.87,nM,0,CC#Cc1ccc2nccc(NC(=O)Nc3cccc(n3)C(F)(F)F)c2c1,CHEMBL2007375
105,1584.89,nM,0,Cc1cc2cc(ccc2[nH]1)c3csc4c(cnc(N)c34)c5cccc(c5)S(=O)(=O)C,CHEMBL1997822
106,5011.87,nM,0,CN(C)c1ccc(Nc2cc([nH]n2)c3csc(Br)c3)cc1,CHEMBL1984236
107,1584.89,nM,0,CCCn1c(nc(c2ccc(Cl)c(Cl)c2)c1c3ccnc(NC4CCCCC4)n3)C5CCNCC5,CHEMBL437747
108,1584.89,nM,0,Cc1ccc(F)c(NC(=O)Nc2ccc(cc2)c3nsc4ncnc(N)c34)c1,CHEMBL262433
109,5011.87,nM,0,OC(=O)C1CN(Cc2ccc(OCc3cccc(c3)C(F)(F)F)cc2)C1,CHEMBL1971132
110,79432.82,nM,1,CC(=O)c1ccccc1c2ncnc3[nH]ccc23,CHEMBL1977931
111,2511.89,nM,1,CN(C)CC(=O)NC1CCCC(C1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,CHEMBL1995712
112,1584.89,nM,0,Nc1ncnc2scc(c3ccc(NC(=O)Nc4ccccc4)cc3)c12,CHEMBL1967531
113,501.19,nM,1,COC(C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(cc3)N4CCN(C)CC4)c2C1)c5ccccc5,CHEMBL1981047
114,316.23,nM,1,CNC(=O)c1cnc(N)c2c(csc12)c3ccc(NC(=O)Nc4cc(C)ccc4F)cc3,CHEMBL2005631
115,5011.87,nM,0,Cc1nccn2c(c3ccnc(NCC(C)(C)CO)n3)c(nc12)c4ccc(F)cc4F,CHEMBL1991678
116,1584.89,nM,0,CCN1C2=C(C(=O)ON2)C(=O)c3cc(F)c(Cl)cc13,CHEMBL468280
117,7.94,nM,1,NS(=O)(=O)c1cccc(Nc2ncc3ccn(Cc4ccccc4)c3n2)c1,CHEMBL1993424
118,1584.89,nM,0,NC(Cc1cccc2ccccc12)C(=O)Nc3cncc(C=Cc4ccncc4)c3,CHEMBL1985580
119,1584.89,nM,0,COc1cc(ccc1O)c2ccc3C(=O)Nc4cc(ccc4Nc3c2)C(=O)NCCNC(=O)C,CHEMBL1975500
120,1584.89,nM,0,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cccc(c3)C(F)(F)F)cc2)ccn1,CHEMBL1992306
121,1995.26,nM,1,CN(C)C1CCCC(C1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,CHEMBL1965702
122,19.95,nM,1,NC(COc1cncc(c1)c2ccc3NC(=O)C(=Cc4ccc[nH]4)c3c2)Cc5ccccc5,CHEMBL1980407
123,1584.89,nM,0,CC(C)n1nnc2ccc(cc12)c3c(nc4occn34)c5ccc(F)cc5F,CHEMBL1969126
124,1584.89,nM,0,Cc1nccn2c(c3ccnc(NCCC(C)(C)O)n3)c(nc12)c4ccc(F)cc4F,CHEMBL1978200
125,1584.89,nM,0,Cc1cccc(c1)C2(CC2C(=O)Nc3ccncc3)c4cccc(C)c4,CHEMBL1999496
126,1584.89,nM,0,Nc1nccn2c(nc(c3cccc(OCc4ccccc4)c3)c12)C5CC(CN6CCCC6)C5,CHEMBL1991138
127,158.49,nM,1,Cn1cc(cn1)c2cnc(N)c3c(csc23)c4ccc(NC(=O)Nc5ccc(OC(F)F)cc5)cc4,CHEMBL1988387
128,1584.89,nM,0,COc1cccc(c1)C(C)NC(=O)c2ccc(cc2OC)c3ccncc3F,CHEMBL1991188
129,100000.0,nM,0,O=C1NCc2c1cccc2c3cccs3,CHEMBL1991782
130,501.19,nM,1,CCCCN(CCC#N)C(=O)c1ccc2nc([nH]c2c1)c3n[nH]c4ccccc34,CHEMBL1983348
131,794.33,nM,1,Oc1c(Br)cc(C=NNC(=O)Nc2ccccc2)cc1Br,CHEMBL1983575
132,1584.89,nM,0,CN(C)CC(=O)NC(COc1cncc(c1)c2ccc3cnccc3c2)Cc4c[nH]c5ccccc45,CHEMBL1991725
133,5011.87,nM,0,Oc1cnc2ccc(cc2c1)c3ccncc3,CHEMBL1973868
134,398.11,nM,1,OCC(CO)Nc1ncnc2[nH]cc(c3ccccc3)c12,CHEMBL1992922
135,5011.87,nM,0,COc1cccc(c1)C(C)NC(=O)c2ccc(s2)c3ccncc3,CHEMBL1994724
136,3981.07,nM,0,CC(N)C1CCC(CC1)C(=O)Nc2ccnc3[nH]ccc23,CHEMBL2002992
137,1000.0,nM,1,NC(=O)c1cc([nH]c1c2ccc(Cl)cc2Cl)c3ccnc(N)n3,CHEMBL1965660
138,1584.89,nM,0,NC(=O)c1cccc2NC(=O)c3cc(Cl)nnc3Nc12,CHEMBL1968070
139,1584.89,nM,0,COc1cc(ccc1CC#N)c2ccc3C(=O)Nc4cc(CCOc5ccc(cc5)N6CCOCC6)ccc4Nc3c2,CHEMBL1985566
140,79.43,nM,1,CNC(=O)c1cnc(N)c2c(csc12)c3ccc(NC(=O)Nc4cccc(Cl)c4)cc3,CHEMBL1982476
141,1584.89,nM,0,CCCC(=O)Nc1n[nH]c2ccc(cc12)c3cccc(F)c3F,CHEMBL1985406
142,1584.89,nM,0,COCCN(C)C(=O)c1c(nnn1Cc2ccccc2)c3ccc4[nH]ncc4c3,CHEMBL1986970
143,1584.89,nM,0,Cc1cccc(NC(=O)Nc2ccc(cc2)c3noc4ncnc(N)c34)c1,CHEMBL211378
144,2511.89,nM,0,[O-][N+](=O)c1ccc2N3C(=O)c4c(Br)cccc4N=C3C(=O)c2c1,CHEMBL1976158
145,5011.87,nM,0,CS(=O)(=O)Nc1ccc(Nc2ccc3[nH]nc(N)c3c2)cc1,CHEMBL1988872
146,50.12,nM,1,CCCS(=O)(=O)Nc1ccc(cc1)c2ccc3[nH]nc(NC(=O)C)c3c2,CHEMBL1973893
147,5011.87,nM,0,Clc1ccc(cc1)C2CC(=C(C#N)C(=O)C2C(=O)c3ccccc3)c4ccccc4,CHEMBL1978371
148,1584.89,nM,0,Cc1c(C)n(Cc2ccccc2)c3ccc(cc13)C(=O)Nc4nc[nH]n4,CHEMBL1979718
149,1584.89,nM,0,CCOc1ccccc1C=NNC(=O)c2nnn(c2N3CCCC3)c4nonc4N,CHEMBL1992732
150,1584.89,nM,0,Cc1cc(C)c2oc(Nc3ccc(cc3F)c4cccc(C(=O)N)c4N)nc2c1,CHEMBL1990884
151,1584.89,nM,0,Nc1nc2ccc(cc2n1c3nc(cs3)c4ccccc4)C#N,CHEMBL1996066
152,5011.87,nM,0,COc1ccc(NC(=O)Nc2ccc(cc2)c3csc4c(cnc(N)c34)c5cnn(CC(C)(C)O)c5)cc1,CHEMBL2004290
153,5011.87,nM,0,FC(F)Oc1ccc2c(NC(=O)Nc3cccc(n3)C(F)(F)F)ccnc2c1,CHEMBL1981215
154,5011.87,nM,0,NC1CCCCC1Nc2ccc(C(=O)N)c(Nc3cccc(Cl)c3)n2,CHEMBL1982753
155,63.1,nM,1,CCCS(=O)(=O)Nc1ccc(cc1)c2ccc3[nH]nc(N)c3c2,CHEMBL1992342
156,1584.89,nM,0,COc1cccc(c1)c2cc3C(=O)Nc4ccccc4n3c2,CHEMBL1991356
157,1584.89,nM,0,Brc1ccc(C=CCNCCNS(=O)(=O)c2cccc3cnccc23)cc1,CHEMBL1987756
158,1584.89,nM,0,CN(C)c1cc2sncc2cc1NC(=O)C(=O)O,CHEMBL1997023
159,1000.0,nM,1,Fc1ccc(cc1)C(=O)Nc2n[nH]c3ccc(cc23)c4cn(Cc5ccccc5)nn4,CHEMBL1966204
160,1584.89,nM,0,Nc1n[nH]c2cccc(c3ccc(NC(=O)Nc4cc(CO)ccc4F)cc3)c12,CHEMBL1985311
161,5011.87,nM,0,Cc1ccc(cc1)c2cc3c(NCCN)ccc(C(=O)N)c3[nH]2,CHEMBL1996048
162,3162.28,nM,0,CC(C)COc1nccn2c(c3ccnc(NCC(C)(C)CO)n3)c(nc12)c4ccc(F)cc4,CHEMBL1984842
163,630.96,nM,1,NC1CCC(CC1)Nc2cc(Cl)nc(n2)c3c[nH]c4ncccc34,CHEMBL1983589
164,1995.26,nM,0,Clc1cc(NC2CCCCC2)nc(n1)c3c[nH]c4ncccc34,CHEMBL1997846
165,1584.89,nM,0,CCN1C2=C(C(=O)ON2)C(=O)c3cc(O)c(Cl)cc13,CHEMBL523823
166,5011.87,nM,0,CN(C)c1ccc(NC(=O)CC2Nc3ccccc3NC2=O)cc1,CHEMBL1985469
167,1584.89,nM,0,Fc1cc2C(=O)C3=C(SNC3=O)N(C4CC4)c2c(F)c1NCc5ccccc5,CHEMBL1991640
168,5011.87,nM,0,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC4CCN(C)CC4,CHEMBL24828
169,1584.89,nM,0,COc1ccc2c(NC(=O)Nc3cccc(n3)C(F)(F)F)ccnc2c1,CHEMBL1982660
170,1584.89,nM,0,Brc1ccc2NC(=O)C(=C3SC(=S)NC3=O)c2c1,CHEMBL2001920
171,5011.87,nM,0,CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(=O)(O)O,CHEMBL415049
172,630.96,nM,1,CN1CCN(CC1)c2nc(C3=C(C(=O)NC3=O)c4c[nH]c5ccccc45)c6ccccc6n2,CHEMBL565612
173,1584.89,nM,0,Nc1nonc1n2nnc(C(=O)NN=Cc3cccs3)c2c4cccs4,CHEMBL1975256
174,1584.89,nM,0,Cn1cc(c2ccncn2)c(n1)c3ccc(F)cc3,CHEMBL1989474
175,1584.89,nM,0,CCCCn1c(NC(=O)c2cccc(c2)C#N)nc3cc(ccc13)N(C)C(=O)C4CCCCC4,CHEMBL1969301
176,1584.89,nM,0,O=C(N1CCOCC1)c2cccc(c2)c3cnc4[nH]ccc4c3,CHEMBL1997872
177,15848.93,nM,0,CC(=O)Nc1cc2ccccn2n1,CHEMBL1976872
178,3.98,nM,1,CCC1CC(CC1c2ncc3cnc4[nH]ccc4n23)NS(=O)(=O)C5CC5,CHEMBL1992073
179,1584.89,nM,0,CN(C)CC(C)(C)CNc1nccc(n1)c2c(nc3cnccn23)c4ccc(F)cc4,CHEMBL1976093
180,251.19,nM,1,CCCS(=O)(=O)Nc1ccc(cc1)c2ccc3[nH]nc(NC(=O)CC)c3c2,CHEMBL1972221
181,5011.87,nM,0,NCC(NC(=O)c1ccc(cc1)c2ccncc2)c3ccccc3,CHEMBL1990254
182,1584.89,nM,0,OC1=C(C#N)C2=C(C(=N)Oc3ccc(Cl)cc23)C(=O)N1,CHEMBL1973711
183,1584.89,nM,0,O=C1NC(=NC(=C1)c2ccncc2)NC3CCCCC3,CHEMBL1958401
184,1584.89,nM,0,CCC1N(C2CCCC2)c3nc(Nc4ccc(cc4OC)C(=O)NC5CCN(C)CC5)ncc3N(C)C1=O,CHEMBL1968380
185,1584.89,nM,0,CCN1CCN(CC1)c2ccc(Nc3nccc(n3)c4c(nc5ccccn45)c6cccc(c6)C(=O)Nc7ccccc7F)cc2,CHEMBL1981725
186,501.19,nM,1,CC(C)(CN)CNc1cc(cc(Cl)n1)c2c[nH]c3ncccc23,CHEMBL1985723
187,1584.89,nM,0,COc1ccc(cc1)C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2,CHEMBL1997764
188,1258.93,nM,1,Nc1ncnn2ccc(C(=O)Nc3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,CHEMBL1990583
189,1995.26,nM,1,CC(Oc1cc(cnc1N)c2cnn(c2)C3CCNCC3)c4c(Cl)ccc(F)c4Cl,CHEMBL1825138
190,63095.73,nM,1,Fc1cccc(CNc2ncnc3[nH]cnc23)c1,CHEMBL2003785
191,1584.89,nM,0,Nc1ccc(cc1)c2csc3c(C=Cc4nc5ccccc5[nH]4)cnc(N)c23,CHEMBL1988300
192,1584.89,nM,0,CC(NC1=C(Nc2ccncc2)C(=O)C1=O)C(C)(C)C,CHEMBL1986186
193,1584.89,nM,0,CC(=O)Nc1cccc(CNC2=C(Nc3ccc4[nH]ncc4c3)C(=O)C2=O)c1,CHEMBL1988608
194,398.11,nM,1,COc1ccc(cc1)n2ccc3cnc(Nc4cc(OC)c(OC)c(OC)c4)nc23,CHEMBL1975927
195,1584.89,nM,0,COc1cc(ccc1O)c2ccc3[nH]nc(C(=O)Nc4ccccc4)c3c2,CHEMBL2007002
196,5011.87,nM,0,COc1cccc(c1)C(=O)Nc2n[nH]c3ccc(cc23)c4cn(Cc5ccccc5)nn4,CHEMBL1980435
197,1584.89,nM,0,N(c1ccccc1)c2nc(cs2)c3ccc4[nH]ncc4c3,CHEMBL1682545
198,5011.87,nM,0,CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(n1)c4cccc(c4)C(=O)NCCOCCO,CHEMBL1978271
199,5011.87,nM,0,Brc1ccc2cnc(Nc3ccncn3)cc2c1,CHEMBL1984686
200,79.43,nM,1,OC(=O)c1ccccc1Nc2ccnc(Nc3cccc(F)c3)n2,CHEMBL243298
201,63.1,nM,1,CNCC(=O)NC1CCC(CC1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,CHEMBL1996980
202,1584.89,nM,0,Clc1cc2NC(=O)Nc3cnc(C#N)c(OCCCCOc2cc1NCc4cncs4)n3,CHEMBL248757
203,398.11,nM,1,CN1c2ccc(N)cc2C(c3ccccc3)c4cc(N)ccc14,CHEMBL1991734
204,251.19,nM,1,CC(C)(CN)CNc1nc(Cl)cc(n1)c2c[nH]c3ncccc23,CHEMBL1968930
205,1000.0,nM,1,NC(=O)c1cc2c(cncc2s1)c3ccccc3,CHEMBL1999556
